,product,brand,price ($),life_stage,special_diet,review_num,review_star,ingredients,protein,fat,fiber,moisture,
25,Purina ONE Tender Selects Blend with Real Salmon Dry Cat Food,Purina ONE,24.41,Adult,normal,515,4.6,"Salmon, Rice Flour, Corn Gluten Meal, Chicken By-Product Meal, Beef Fat Naturally Preserved With Mixed-Tocopherols, Soybean Meal, Whole Grain Corn, Wheat Flour, Liver Flavor, Soy Protein Isolate, Soy Protein Concentrate, Glycerin, Chicken, Calcium Carbonate, Phosphoric Acid, Salt, Potassium Chloride, Caramel Color, L-Lysine Monohydrochloride, Dried Carrots, Dried Peas, Choline Chloride, Sodium Bisulfate, Taurine, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], L-Cysteine, DL-Methionine. B415617.",34.00%,13.00%,2.00%,12.00%,
26,Blue Buffalo Sensitive Stomach Chicken Recipe Adult Dry Cat Food,Blue Buffalo,35.98,Adult,"Sensitive Digestion, No Corn No Wheat No Soy",1032,4.6,"Deboned Chicken, Chicken Meal, Brown Rice, Oatmeal, Barley, Pea Protein, Peas, Chicken Fat (Preserved With Mixed Tocopherols), Dried Egg Product, Natural Flavor, Flaxseed (Source Of Omega 6 Fatty Acids), Pea Fiber, Menhaden Fish Meal, Fish Oil (Source Of Omega 3 Fatty Acids), DL-Methionine, Calcium Sulfate, Fructooligosaccharide, Calcium Chloride, Calcium Carbonate, Choline Chloride, Potassium Chloride, Potatoes, Dried Chicory Root, Taurine, Dehydrated Alfalfa Meal, Alfalfa Nutrient Concentrate, Salt, Cranberries, Preserved With Mixed Tocopherols, Sweet Potatoes, Carrots, Vegetable Juice For Color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), L-Lysine, Biotin (Vitamin B7), L-Carnitine, Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Dried Yeast, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Calcium Iodate, Sodium Selenite, Oil Of Rosemary.",32.00%,16.00%,3.50%,9.00%,
27,Hill's Science Diet Adult Sensitive Stomach & Skin Chicken & Rice Recipe Dry Cat Food,Hill's Science Diet,44.99,Adult,"Sensitive Digestion, Pea-Free",551,4.6,"Chicken, Brewers Rice, Corn Gluten Meal, Whole Grain Corn, Chicken Fat, Chicken Meal, Egg Product, Chicken Liver Flavor, Soybean Oil, Lactic Acid, Oat Fiber, L-Lysine, Potassium Chloride, Choline Chloride, Fructooligosaccharides (FOS), Iodized Salt, DL-Methionine, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Calcium Carbonate, L-Tryptophan, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.",29.00%,17.00%,3.00%,10.00%,
28,Hill's Prescription Diet i/d Digestive Care Chicken Flavor Dry Cat Food,Hill's Prescription Diet,45.99,Adult,"Sensitive Digestion, Pea-Free, Veterinary Diet",402,4.7,"Chicken, Cracked Pearled Barley, Corn Gluten Meal, Brewers Rice, Pork Fat, Chicken Meal, Whole Grain Corn, Egg Product, Chicken Liver Flavor, Lactic Acid, Dried Beet Pulp, Potassium Chloride, Calcium Sulfate, DL-Methionine, Choline Chloride, Fructooligosaccharides, vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Taurine, Iodized Salt, L-Lysine, Psyllium Seed Husk, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Magnesium Oxide, Beta-Carotene.",35.00%,17.00%,4.00%,,
29,Iams ProActive Health Healthy Adult Original with Chicken Dry Cat Food,Iams,23.84,Adult,normal,442,4.7,"Chicken, Chicken By-Product Meal, Ground Whole Grain Corn, Corn Grits, Corn Gluten Meal, Dried Beet Pulp, Chicken Fat (preserved with mixed Tocopherols), Natural Flavor, Dried Egg Product, Brewers Dried Yeast, Sodium Bisulfate, Potassium Chloride, Fish Oil (preserved with mixed Tocopherols), Calcium Carbonate, Choline Chloride, DL-Methionine, Fructooligosaccharides, Vitamins (Vitamin E Supplement, Niacin, Ascorbic Acid, Vitamin A Acetate, Calcium Pantothenate, Biotin, Thiamine Mononitrate (source of Vitamin B1), Pyridoxine Hydrochloride (source of Vitamin B6), Vitamin B12 Supplement, Riboflavin Supplement (source of Vitamin B2), Inositol, Vitamin D3 Supplement, Folic Acid), Taurine, Minerals (Zinc Oxide, Manganese Sulfate, Copper Sulfate, Potassium Iodide), L-Carnitine, Rosemary Extract.",32.00%,15.00%,3.00%,10.00%,
30,Hill's Science Diet Adult Indoor Chicken Recipe Dry Cat Food,Hill's Science Diet,40.99,Adult,Indoor,394,4.5,"Chicken, Whole Grain Wheat, Corn Gluten Meal, Powdered Cellulose, Chicken Fat, Wheat Gluten, Chicken Meal, Chicken Liver Flavor, Dried Beet Pulp, Soybean Oil, Calcium Sulfate, Lactic Acid, Fish Oil, Potassium Chloride, Iodized Salt, Choline Chloride, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Taurine, L-Carnitine, L-Lysine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Green Peas, Apples, Cranberries, Carrots, Broccoli, Beta-Carotene.",31.00%,13.00%,6.00%,8.00%,
31,Royal Canin Veterinary Diet Hydrolyzed Protein HP Dry Cat Food,Royal Canin Veterinary Diet,56.99,Adult,"Sensitive Digestion, Limited Ingredient Diet, Pea-Free, Veterinary Diet, Hydrolyzed Protein",508,4.6,"Brewers Rice, Hydrolyzed Soy Protein, Chicken Fat, Powdered Cellulose, Natural Flavors, Dried Plain Beet Pulp, Calcium Sulfate, Fish Oil, Potassium Chloride, Monocalcium Phosphate, Vegetable Oil, Dl-Methionine, Sodium Pyrophosphate, Sodium Silico Aluminate, Salt, Fructooligosaccharides, Choline Chloride, Taurine, Calcium Carbonate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Vitamin B12 Supplement, Folic Acid], Trace Minerals [Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Ferrous Sulfate, Sodium Selenite, Copper Proteinate, Calcium Iodate], Marigold Extract (Tagetes Erecta L.), Magnesium Oxide, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.",24.00%,18.00%,5.70%,8.00%,
32,Friskies Seafood Sensations Dry Cat Food,Friskies,11.78,Adult,normal,527,4.7,"Ground Yellow Corn, Corn Gluten Meal, Poultry By-Product Meal, Soybean Meal, Animal Fat Preserved With Mixed-Tocopherols, Liver Flavor, Meat And Bone Meal, Ocean Fish Meal, Phosphoric Acid, Calcium Carbonate, Potassium Chloride, Salt, Choline Chloride, Salmon Meal, Tuna Meal, Shrimp Meal, Dehydrated Seaweed Meal, Taurine, Minerals (Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite), Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Yellow 5, Dl-Methionine, L-Tryptophan, Red 40, Blue 2. J600318.",30.00%,11.00%,3.00%,12.00%,
33,Purina ONE Healthy Kitten Formula Dry Cat Food,Purina ONE,20.82,Kitten,normal,383,4.7,"Chicken, Chicken By-Product Meal, Corn Gluten Meal, Rice Flour, Soybean Meal, Beef Fat Naturally Preserved With Mixed-Tocopherols, Chicken Meal, Whole Grain Corn, Soy Protein Concentrate, Liver Flavor, Soy Protein Isolate, Phosphoric Acid, Salt, Caramel Color, Fish Oil, Dried Carrots, Dried Peas, Choline Chloride, Taurine, MINERALS [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Potassium Chloride, Calcium Carbonate, VITAMINS [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], L-Lysine Monohydrochloride, DL-Methionine. V415917",40.00%,18.00%,2.50%,12.00%,
34,Fancy Feast Gourmet Savory Chicken & Turkey Dry Cat Food,Fancy Feast,16.46,Adult,normal,389,4.7,"Ground Rice, Poultry By-Product Meal, Corn Gluten Meal, Beef Tallow Naturally Preserved With Mixed-Tocopherols, Whole Grain Corn, Soybean Meal, Liver Flavor, Chicken, Turkey, Phosphoric Acid, Calcium Carbonate, Natural And Artificial Flavors, Salt, Brewers Dried Yeast, Potassium Chloride, Choline Chloride, Fish Oil, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Taurine, Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Dl-Methionine, Red 40, Yellow 5, Blue 2. E650018",34.00%,17.00%,3.00%,10.00%,
35,Friskies Tender & Crunchy Combo Dry Cat Food,Friskies,11.78,Adult,normal,438,4.6,"Ground Yellow Corn, Corn Gluten Meal, Chicken By-product Meal, Ground Wheat, Soybean Meal, Beef Tallow Preserved With Mixed-tocopherols, Meat And Bone Meal, Glycerin, Animal Liver Flavor, Chicken, Phosphoric Acid, Calcium Carbonate, Natural Flavor, Salt, Turkey By-product Meal, Potassium Chloride, Choline Chloride, Dried Carrots, Dried Green Beans, Taurine, Minerals [Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate, Sodium Selenite], Vitamins [Vitamin E Supplement, Niacin (Vitamin B-3), Vitamin A Supplement, Calcium Pantothenate (Vitamin B-5), Thiamine Mononitrate (Vitamin B-1), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Pyridoxine Hydrochloride (Vitamin B-6), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement, Biotin (Vitamin B-7), Menadione Sodium Bisulfite Complex (Vitamin K)], Yellow 6, Dl-methionine, L-lysine Monohydrochloride, Red 40, Yellow 5, L-tryptophan, Blue 2. G600419.",30.00%,11.00%,3.00%,12.00%,
36,American Journey Salmon Recipe Grain-Free Dry Cat Food,American Journey,31.99,Adult,"Grain-Free, No Corn No Wheat No Soy",864,4.4,"Deboned Salmon, Salmon Meal, Tapioca Starch, Menhaden Fish Meal, Dried Egg Product, Pea Protein, Peas, Natural Flavor, Canola Oil (Preserved with Mixed Tocopherols), Flaxseed, Pea Fiber, Potassium Chloride, Choline Chloride, Inulin, Taurine, DL- Methionine, Salt, Spinach, Apples, Blueberries, Carrots, Cranberries, Pumpkin, Mixed Tocopherols (Preservative), Vitamin E Supplement, Ferrous Sulfate, Zinc Proteinate, Zinc Sulfate, Iron Proteinate, Niacin Supplement, Copper Sulfate, Sodium Selenite, Vitamin A Supplement, Copper Proteinate, Thiamine Mononitrate, L-Carnitine, Manganese Sulfate, D-Calcium Pantothenate, Manganese Proteinate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Folic Acid, Calcium Iodate, Vitamin D3 Supplement, Rosemary Extract, Yeast Culture, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract.",40.00%,15.00%,4.00%,10.00%,
37,Taste of the Wild Rocky Mountain Grain-Free Dry Cat Food,Taste of the Wild,30.99,Adult,"Grain-Free, High-Protein",1010,4.6,"Chicken Meal, Peas, Sweet Potatoes, Chicken Fat (Preserved With Mixed Tocopherols), Pea Protein, Potato Protein, Roasted Venison, Smoked Salmon, Natural Flavor, Ocean Fish Meal, Dl-Methionine, Potassium Chloride, Taurine, Choline Chloride, Dried Chicory Root, Tomatoes, Blueberries, Raspberries, Yucca Schidigera Extract, Dried Lactobacillus Plantarum Fermentation Product, Dried Bacillus Subtilis Fermentaion Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bifidobacterium Animalis Fermentation Product, Zinc Proteinate, Vitamin E Supplement, Niacin, Manganese Proteinate, Copper Proteinate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Vitamin A Supplement, Biotin, Potassium Iodide, Calcium Pantothenate, Riboflavin (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Manganous Oxide, Sodium Selenite, Vitamin D Supplement, Folic Acid.

Contains A Source Of Live (Viable), Naturally Occurring Microorganisms.",42.00%,18.00%,3.00%,10.00%,
38,Hill's Prescription Diet c/d Multicare Urinary Care with Ocean Fish Dry Cat Food,Hill's Prescription Diet,44.99,Adult,"Pea-Free, Veterinary Diet",343,4.7,"Ocean Fish, Brewers Rice, Cracked Pearled Barley, Corn Gluten Meal, Wheat Gluten, Brown Rice, Chicken Fat, Chicken Meal, Chicken Liver Flavor, Whole Grain Oats, Lactic Acid, Calcium Sulfate, Flaxseed, Fish Oil, Potassium Chloride, Powdered Cellulose, Choline Chloride, L-Lysine, DL-Methionine, Potassium Citrate, Iodized Salt, Taurine, vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin A Supplement, Folic Acid, Vitamin D3 Supplement), Calcium Carbonate, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.",30.00%,13.00%,2.00%,,
39,Purina ONE Urinary Tract Health Adult Formula Dry Cat Food,Purina ONE,24.41,Adult,normal,625,4.3,"Corn Gluten Meal, Ground Yellow Corn, Chicken, Brewers Rice, Wheat Flour, Animal Fat Preserved with Mixed-Tocopherols, Dried Egg Product, Phosphoric Acid, Calcium Carbonate, Potassium Chloride, Animal Digest, Sodium Caseinate, L-Lysine Monohydrochloride, Dried Whey, Choline Chloride, Defluorinated Phosphate, Salt, Taurine, Zinc Sulfate, Ferrous Sulfate, Vitamin E Supplement, Niacin, Manganese Sulfate, Citric Acid, Vitamin A Supplement, Calcium Pantothenate, Thiamine Mononitrate, Copper Sulfate, Riboflavin Supplement, Vitamin B-12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D-3 Supplement, Calcium Iodate, Biotin, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Sodium Selenite. P-4158.",31.00%,12.50%,2.00%,10.00%,
40,Hill's Science Diet Adult Perfect Weight Chicken Recipe Dry Cat Food,Hill's Science Diet,44.99,Adult,"Weight Control, Pea-Free",344,4.7,"Chicken, Brewers Rice, Corn Gluten Meal, Wheat Gluten, Powdered Cellulose, Chicken Meal, Dried Tomato Pomace, Dried Beet Pulp, Flaxseed, Chicken Fat, Chicken Liver Flavor, Coconut Oil, Lactic Acid, Calcium Sulfate, L-Lysine, Potassium Chloride, Choline Chloride, Carrots, DL-Methionine, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Iodized Salt, Dicalcium Phosphate, minerals (Manganese Sulfate, Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), L-Carnitine, Mixed Tocopherols for freshness, Oat Fiber, Natural Flavors, Beta-Carotene, Apples, Broccoli, Cranberries, Green Peas.",36.00%,8.50%,10.00%,8.00%,
41,Iams ProActive Health Kitten Dry Cat Food,Iams,20.44,Kitten,normal,345,4.8,"Chicken, Ground Whole Grain Corn, Chicken By-Product Meal, Corn Gluten Meal, Chicken Fat (preserved with mixed Tocopherols), Ground Whole Grain Sorghum, Dried Beet Pulp, Dried Egg Product, Natural Flavor, Calcium Carbonate, Fish Oil (preserved with mixed Tocopherols), Potassium Chloride, Choline Chloride, Brewers Dried Yeast, Salt, Fructooligosaccharides, Vitamins (Vitamin E Supplement, Niacin, Ascorbic Acid, Vitamin A Acetate, Calcium Pantothenate, Biotin, Thiamine Mononitrate (source of vitamin B1),  Pyridoxine Hydrochloride (source of vitamin B6), Vitamin B12 Supplement, Riboflavin Supplement (source of vitamin B2), Inositol, Vitamin D3 Supplement, Folic Acid), Taurine, Minerals (Zinc Oxide, Manganese Sulfate, Copper Sulfate, Potassium Iodide), Rosemary Extract.",33.00%,21.00%,3.00%,10.00%,
42,Blue Buffalo Wilderness Indoor Chicken Recipe Grain-Free Dry Cat Food,Blue Buffalo,36.98,Adult,"High-Protein, Indoor, Grain-Free, No Corn No Wheat No Soy",567,4.6,"Deboned Chicken, Chicken Meal, Pea Protein, Peas, Tapioca Starch, Chicken Fat (preserved with Mixed Tocopherols), Dried Egg Product, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Flaxseed (source of Omega 6 Fatty Acids), Powdered Cellulose, Natural Flavor, Pea Fiber, Dicalcium Phosphate, DL-Methionine, Choline Chloride, Calcium Chloride, Potassium Chloride, Direct Dehydrated Alfalfa Pellets, Potatoes, Taurine, Dried Chicory Root, Calcium Sulfate, Potassium Sulfate, Alfalfa Nutrient Concentrate, Calcium Carbonate, Salt, preserved with Mixed Tocopherols, Sweet Potatoes, Carrots, Vegetable Juice for color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Vitamin E Supplement, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Carnitine, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.",38.0%,16.0%,6.0%,9.0%,
43,Hill's Science Diet Adult Urinary Hairball Control Dry Cat Food,Hill's Science Diet,44.99,Adult,normal,425,4.6,"Chicken, Whole Grain Wheat, Corn Gluten Meal, Pork Fat, Powdered Cellulose, Wheat Gluten, Chicken Liver Flavor, Dried Beet Pulp, Soybean Oil, Lactic Acid, Calcium Sulfate, Fish Oil, Choline Chloride, Potassium Chloride, L-Lysine, Iodized Salt, Dicalcium Phosphate, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Potassium Citrate, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Carnitine, Mixed Tocopherols for freshness, Natural Flavors, Green Peas, Apples, Cranberries, Carrots, Broccoli, Beta-Carotene",29.50%,16.00%,6.50%,,
